dateTime,priceFr,priceBe,genForecast,systemLoad,weekDay
6/21/2015 6:00,2.74,27.1,43465,30973,6
6/21/2015 7:00,8.21,28.79,43631,31330,6
6/21/2015 8:00,15.53,32,46158,33177,6
6/21/2015 9:00,17.64,22.63,49614,36071,6
6/21/2015 10:00,17.56,26.6,51149,38800,6
6/21/2015 11:00,17.12,37.81,52560,40261,6
6/21/2015 12:00,20.43,34.99,54467,43015,6
6/21/2015 13:00,18.71,27.52,54121,44713,6
6/21/2015 14:00,15.13,23.54,51635,40689,6
6/21/2015 15:00,13.3,16.94,50932,38894,6
6/21/2015 16:00,15.33,15.33,50802,37876,6
6/21/2015 17:00,17.29,27.32,52349,37060,6
6/21/2015 18:00,18.77,38.54,52379,38136,6
6/21/2015 19:00,22.35,40.86,53477,40386,6
6/21/2015 20:00,22.81,51.87,53221,40936,6
6/21/2015 21:00,21.84,49.99,52789,39791,6
6/21/2015 22:00,34.99,38.84,55483,39984,6
6/21/2015 23:00,35.26,40,56577,45304,6
6/22/2015 0:00,33.43,48.12,52062,43138,0
6/22/2015 1:00,24.33,24.33,49682,38559,0
6/22/2015 2:00,23.81,26.36,48722,38358,0
6/22/2015 3:00,19.08,19.08,47871,35263,0
6/22/2015 4:00,18.51,19.99,48006,34019,0
6/22/2015 5:00,21,21,50355,35102,0
6/22/2015 6:00,30.35,30.35,53311,37203,0
6/22/2015 7:00,37.22,60,55969,42633,0
6/22/2015 8:00,42.75,52.6,59183,47210,0
6/22/2015 9:00,47.57,54.62,60527,49696,0
6/22/2015 10:00,47.55,53.34,61018,51428,0
6/22/2015 11:00,47.61,53.65,61772,51740,0
6/22/2015 12:00,43.57,50.34,62244,53213,0
6/22/2015 13:00,40.54,41.82,62871,53990,0
6/22/2015 14:00,39.47,50,64601,52374,0
6/22/2015 15:00,36.56,39.9,63778,50846,0
6/22/2015 16:00,32.16,40.7,62969,49805,0
6/22/2015 17:00,32.98,40.54,62527,48900,0
6/22/2015 18:00,35.67,39.21,62164,48566,0
6/22/2015 19:00,39.05,41.64,60888,50194,0
6/22/2015 20:00,35.47,45,59012,48279,0
6/22/2015 21:00,29.69,45.37,57282,44918,0
6/22/2015 22:00,35.1,42.83,57630,44037,0
6/22/2015 23:00,28.58,31.31,58999,49341,0
6/23/2015 0:00,36.24,53.22,55408,46709,1
6/23/2015 1:00,29.95,35.72,53106,41585,1
6/23/2015 2:00,28.04,31.17,51865,41314,1
6/23/2015 3:00,24.9,24.93,50656,38174,1
6/23/2015 4:00,24.87,24.87,50358,36910,1
6/23/2015 5:00,26.85,26.85,50965,37398,1
6/23/2015 6:00,30.96,31.75,53298,38726,1
6/23/2015 7:00,38.56,39.05,56170,44443,1
6/23/2015 8:00,42.91,44,58306,48904,1
6/23/2015 9:00,46.53,57.41,59683,51102,1
6/23/2015 10:00,48.05,61.27,59838,52393,1
6/23/2015 11:00,48.86,63.56,60267,52831,1
6/23/2015 12:00,48.43,58.78,60598,54019,1
6/23/2015 13:00,43.65,52.04,60648,54656,1
6/23/2015 14:00,46.04,48.86,61435,52628,1
6/23/2015 15:00,37.76,43.36,60095,51373,1
6/23/2015 16:00,37.67,43.48,59546,50227,1
6/23/2015 17:00,36.14,48.21,58615,49119,1
6/23/2015 18:00,38.49,45.97,57748,48948,1
6/23/2015 19:00,37.99,41.4,57877,50125,1
6/23/2015 20:00,38.39,43.96,56366,48233,1
6/23/2015 21:00,34.66,36.7,55224,45174,1
6/23/2015 22:00,41.33,66.5,56052,44512,1
6/23/2015 23:00,43.15,57.96,57330,49618,1
6/24/2015 0:00,31.25,42.63,55091,46880,2
6/24/2015 1:00,25.77,30.59,52273,42132,2
6/24/2015 2:00,24.38,30.6,51316,41558,2
6/24/2015 3:00,19.31,21.78,49273,38708,2
6/24/2015 4:00,23.55,26.2,48472,37371,2
6/24/2015 5:00,25.65,25.65,49356,37658,2
6/24/2015 6:00,31.96,36.31,51757,39267,2
6/24/2015 7:00,37.17,38.7,54556,44382,2
6/24/2015 8:00,36.76,40.16,57510,48906,2
6/24/2015 9:00,36.43,41.62,59511,51167,2
6/24/2015 10:00,36.83,41.15,60413,52603,2
6/24/2015 11:00,37.55,42.03,60970,52830,2
6/24/2015 12:00,35.33,39.25,60988,54100,2
6/24/2015 13:00,36.83,41.78,60582,54988,2
6/24/2015 14:00,36.81,41.72,60246,53153,2
6/24/2015 15:00,34.3,36.71,58953,51823,2
6/24/2015 16:00,34.85,38.4,58017,50583,2
6/24/2015 17:00,44.45,50.23,57551,49353,2
6/24/2015 18:00,41.99,44.44,57792,49063,2
6/24/2015 19:00,41.37,47.54,58895,50335,2
6/24/2015 20:00,40.09,43.66,57123,48394,2
6/24/2015 21:00,40.91,44.13,56132,45543,2
6/24/2015 22:00,45.32,54.72,56661,45076,2
6/24/2015 23:00,47.48,54.41,58004,50109,2
6/25/2015 0:00,32.58,34.98,54926,47679,3
6/25/2015 1:00,31.01,33.3,52145,42593,3
6/25/2015 2:00,27.81,27.81,51108,42004,3
6/25/2015 3:00,26.1,26.1,50114,38962,3
6/25/2015 4:00,26.9,26.98,49524,37590,3
6/25/2015 5:00,29.67,29.67,49869,37751,3
6/25/2015 6:00,35.04,35.04,51771,39293,3
6/25/2015 7:00,45.97,45.97,54785,44232,3
6/25/2015 8:00,53.24,59.79,56930,48679,3
6/25/2015 9:00,51.83,58.14,58228,51107,3
6/25/2015 10:00,54.4,53.6,59781,52905,3
6/25/2015 11:00,52.78,52.61,60299,53344,3
6/25/2015 12:00,53,52.08,60230,54672,3
6/25/2015 13:00,49.99,49.24,61023,55477,3
6/25/2015 14:00,52.37,51.43,60932,53722,3
6/25/2015 15:00,51.46,54.56,60070,53077,3
6/25/2015 16:00,42.42,46.87,59922,51774,3
6/25/2015 17:00,40.43,41.21,59829,50629,3
6/25/2015 18:00,43.77,46.5,60511,50502,3
6/25/2015 19:00,46.19,51.67,60836,51491,3
6/25/2015 20:00,46,51.05,59447,49377,3
6/25/2015 21:00,39.4,39.4,57378,46396,3
6/25/2015 22:00,40.28,45.77,56776,45617,3
6/25/2015 23:00,36.84,46.78,59079,51014,3
6/26/2015 0:00,34.82,39.42,55183,48023,4
6/26/2015 1:00,32.01,33.58,52665,43022,4
6/26/2015 2:00,32.82,36.12,52030,42315,4
6/26/2015 3:00,29.97,31.62,51098,39226,4
6/26/2015 4:00,28.91,28.91,50616,37603,4
6/26/2015 5:00,31.72,31.72,51302,37899,4
6/26/2015 6:00,37.42,37.42,53226,39325,4
6/26/2015 7:00,44.65,44.9,56174,44101,4
6/26/2015 8:00,46.84,50,58530,48578,4
6/26/2015 9:00,47.81,56.81,60692,51229,4
6/26/2015 10:00,44.59,53.87,61835,53034,4
6/26/2015 11:00,49.88,68.43,62452,53440,4
6/26/2015 12:00,47.7,63.76,62941,54734,4
6/26/2015 13:00,45.52,59.41,62975,55475,4
6/26/2015 14:00,45.25,58.28,62147,53131,4
6/26/2015 15:00,43.76,50.9,60386,51965,4
6/26/2015 16:00,43.98,50.35,59615,50620,4
6/26/2015 17:00,42.87,48.41,60133,49444,4
6/26/2015 18:00,44.27,49.35,59941,49541,4
6/26/2015 19:00,41.03,41.03,60287,49651,4
6/26/2015 20:00,41.36,48.29,58595,47792,4
6/26/2015 21:00,38.8,44.02,57372,45340,4
6/26/2015 22:00,41.91,48.53,57398,44615,4
6/26/2015 23:00,41.21,52.22,58360,50349,4
6/27/2015 0:00,30.3,30.33,57511,47537,5
6/27/2015 1:00,27.2,27.2,53582,42255,5
6/27/2015 2:00,26.73,26.73,52801,41300,5
6/27/2015 3:00,25.54,25.54,50760,37606,5
6/27/2015 4:00,25.1,25.1,49448,36013,5
6/27/2015 5:00,24.07,24.07,49213,35349,5
6/27/2015 6:00,25.13,25.13,49521,34566,5
6/27/2015 7:00,26.08,26.08,51803,35523,5
6/27/2015 8:00,33.21,33.21,52947,38463,5
6/27/2015 9:00,35.48,35.48,55181,41912,5
6/27/2015 10:00,33.57,39.31,56381,44502,5
6/27/2015 11:00,34.13,34.13,57082,45146,5
6/27/2015 12:00,32.34,32.34,57514,47486,5
6/27/2015 13:00,29.34,31.03,56441,48985,5
6/27/2015 14:00,26.43,26.43,55132,45846,5
6/27/2015 15:00,25.05,25.05,54234,44743,5
6/27/2015 16:00,25.06,25.06,53040,43471,5
6/27/2015 17:00,27.6,28.43,53511,42526,5
6/27/2015 18:00,30.28,31.51,53756,43122,5
6/27/2015 19:00,33.59,35.13,54525,43829,5
6/27/2015 20:00,33.77,35.2,53608,42741,5
6/27/2015 21:00,32.65,32.65,53326,41056,5
6/27/2015 22:00,37.69,41.52,54336,41233,5
6/27/2015 23:00,39.72,51.9,55742,47254,5
6/28/2015 0:00,30.6,43.47,50967,45180,6
6/28/2015 1:00,22.05,26.77,48166,40519,6
6/28/2015 2:00,20.74,26.03,46545,39662,6
6/28/2015 3:00,19.08,19.08,44550,35864,6
6/28/2015 4:00,16.3,16.3,43460,34076,6
6/28/2015 5:00,15.27,15.27,43454,33177,6
6/28/2015 6:00,15.08,15.08,42922,31590,6
6/28/2015 7:00,15.06,15.06,42273,31510,6
6/28/2015 8:00,15.3,15.3,43689,33628,6
6/28/2015 9:00,18.5,22.79,46307,36435,6
6/28/2015 10:00,20.74,25.59,48602,39652,6
6/28/2015 11:00,19.19,23.72,50218,41185,6
6/28/2015 12:00,22.35,32.65,51483,43960,6
6/28/2015 13:00,21.1,30,50963,45736,6
6/28/2015 14:00,19.94,28.06,49673,41805,6
6/28/2015 15:00,19.45,26.41,49025,40700,6
6/28/2015 16:00,19.35,24.7,48825,39634,6
6/28/2015 17:00,24.36,34,50366,38779,6
6/28/2015 18:00,33.99,41.44,52111,39665,6
6/28/2015 19:00,39.72,43.64,53540,41513,6
6/28/2015 20:00,37.08,37.22,54015,42343,6
6/28/2015 21:00,36.08,36.54,53447,41509,6
6/28/2015 22:00,46.54,57.34,54117,41811,6
6/28/2015 23:00,44.46,54.99,55866,47193,6
6/29/2015 0:00,33.51,33.51,50827,45005,0
6/29/2015 1:00,29.23,29.23,47761,39975,0
6/29/2015 2:00,26.9,26.9,47564,39445,0
6/29/2015 3:00,25.94,25.94,46812,36339,0
6/29/2015 4:00,25.34,25.34,46307,34939,0
6/29/2015 5:00,27.08,27.08,47974,36067,0
6/29/2015 6:00,34.98,34.98,50677,37826,0
6/29/2015 7:00,43.93,43.93,53891,42705,0
6/29/2015 8:00,48.44,50,57033,47435,0
6/29/2015 9:00,49.03,60,58345,50159,0
6/29/2015 10:00,41.55,41.55,59800,52278,0
6/29/2015 11:00,41.69,44.86,60794,52616,0
6/29/2015 12:00,37.56,42.07,61194,54256,0
6/29/2015 13:00,38.16,48.73,60865,55152,0
6/29/2015 14:00,37.45,48.42,61013,53951,0
6/29/2015 15:00,36.19,43.88,59999,53152,0
6/29/2015 16:00,38.53,46.29,59714,52253,0
6/29/2015 17:00,39.76,40.36,59713,51170,0
6/29/2015 18:00,39.06,39.58,60221,50469,0
6/29/2015 19:00,43.96,43.96,59623,51672,0
6/29/2015 20:00,43.94,43.94,57367,49774,0
6/29/2015 21:00,41.8,41.8,56149,46805,0
6/29/2015 22:00,42.47,44.94,56004,45975,0
6/29/2015 23:00,39.38,59.99,57456,51211,0
6/30/2015 0:00,31.48,35.26,54434,48432,1
6/30/2015 1:00,31.03,34.34,51100,42774,1
6/30/2015 2:00,29.49,29.49,50908,42680,1
6/30/2015 3:00,27.52,27.52,50377,39236,1
6/30/2015 4:00,27.58,27.58,50152,37891,1
6/30/2015 5:00,29.91,29.91,49942,38481,1
6/30/2015 6:00,36.07,36.07,51505,39763,1
6/30/2015 7:00,42.55,42.55,54870,44618,1
6/30/2015 8:00,47.04,51.35,57195,49366,1
6/30/2015 9:00,40.11,44.35,59553,51818,1
6/30/2015 10:00,37.92,41.54,60513,53532,1
6/30/2015 11:00,40.05,48.53,61503,54165,1
6/30/2015 12:00,40.73,51.62,61169,55763,1
6/30/2015 13:00,41.1,59.1,61392,56286,1
6/30/2015 14:00,41.36,61.25,61147,54995,1
6/30/2015 15:00,39.98,55.75,60124,54387,1
6/30/2015 16:00,40.92,54.69,60116,53455,1
6/30/2015 17:00,47.91,63.25,60008,52428,1
6/30/2015 18:00,52,60,59282,51972,1
6/30/2015 19:00,49.21,52.9,58800,52607,1
6/30/2015 20:00,44.54,44.54,57771,50834,1
6/30/2015 21:00,41.34,41.34,56404,47758,1
6/30/2015 22:00,49.43,61.61,57101,47024,1
6/30/2015 23:00,38.36,52.9,58199,52409,1
7/1/2015 0:00,40.06,64.99,55398,49214,2
7/1/2015 1:00,32.45,40,52691,43632,2
7/1/2015 2:00,31.32,41.27,52791,43353,2
7/1/2015 3:00,27.7,27.7,51366,40004,2
7/1/2015 4:00,28.36,32,51030,38720,2
7/1/2015 5:00,30.52,36.19,51038,39161,2
7/1/2015 6:00,35.32,35.32,52703,40660,2
7/1/2015 7:00,42.02,42.02,55466,45033,2
7/1/2015 8:00,43.97,48.76,58505,49892,2
7/1/2015 9:00,44.08,58.05,60790,52463,2
7/1/2015 10:00,44.21,60.01,61987,54474,2
7/1/2015 11:00,44.02,65.17,62893,55397,2
7/1/2015 12:00,43.67,66.63,63361,56979,2
7/1/2015 13:00,44.06,70.05,62999,57784,2
7/1/2015 14:00,47.98,76.2,62346,56713,2
7/1/2015 15:00,47.47,79.68,61323,55989,2
7/1/2015 16:00,53.83,69.89,60248,55279,2
7/1/2015 17:00,52.24,80.75,59451,54126,2
7/1/2015 18:00,52.02,76.2,59506,53547,2
7/1/2015 19:00,54.04,65.7,59119,53841,2
7/1/2015 20:00,44.07,47.08,57227,52134,2
7/1/2015 21:00,40.87,43.02,55468,49054,2
7/1/2015 22:00,53.11,79.82,55923,48413,2
7/1/2015 23:00,46.72,76.15,57625,53624,2
7/2/2015 0:00,39.1,60,54565,50219,3
7/2/2015 1:00,35.68,54.94,51261,44755,3
7/2/2015 2:00,40.34,63.4,50880,44220,3
7/2/2015 3:00,29.82,40,49693,40899,3
7/2/2015 4:00,27.85,34.39,48643,39484,3
7/2/2015 5:00,30.22,33.92,49485,39886,3
7/2/2015 6:00,36.46,38.03,52237,41172,3
7/2/2015 7:00,47.19,52.6,55508,45715,3
7/2/2015 8:00,46.06,50,58953,50486,3
7/2/2015 9:00,56.95,86.5,61504,52903,3
7/2/2015 10:00,53.83,86.5,62946,55020,3
7/2/2015 11:00,56.08,66.76,63780,56001,3
7/2/2015 12:00,59.99,72.41,63092,57523,3
7/2/2015 13:00,64.75,79.19,62108,58349,3
7/2/2015 14:00,65,79.79,62770,57046,3
7/2/2015 15:00,62.02,75.16,62119,56680,3
7/2/2015 16:00,58.26,86.7,61563,55542,3
7/2/2015 17:00,56.59,82.2,61295,54497,3
7/2/2015 18:00,55.26,68.34,61468,53979,3
7/2/2015 19:00,53.09,57.65,60439,54152,3
7/2/2015 20:00,44.2,44.2,58706,52268,3
7/2/2015 21:00,42.45,44.2,57416,48900,3
7/2/2015 22:00,54.52,78.45,57722,48340,3
7/2/2015 23:00,50.07,86.5,59000,53865,3
7/3/2015 0:00,44.87,74.89,56088,50319,4
7/3/2015 1:00,33.05,39.19,53282,44744,4
7/3/2015 2:00,36.65,52.15,51702,44156,4
7/3/2015 3:00,35.59,47.46,49942,40743,4
7/3/2015 4:00,31.84,31.84,49627,39180,4
7/3/2015 5:00,36.16,37.6,49407,39546,4
7/3/2015 6:00,46.39,46.39,51533,40882,4
7/3/2015 7:00,53.02,53.02,55906,45309,4
7/3/2015 8:00,56.62,56.62,58639,49939,4
7/3/2015 9:00,58.64,63.51,61174,52564,4
7/3/2015 10:00,56.68,72.23,62231,55026,4
7/3/2015 11:00,59,85,63382,55832,4
7/3/2015 12:00,55.62,73.92,63476,57307,4
7/3/2015 13:00,57.26,66.69,63238,58164,4
7/3/2015 14:00,55.24,87.6,63152,56258,4
7/3/2015 15:00,54.99,60.91,62079,55556,4
7/3/2015 16:00,51.7,55.13,60778,54326,4
7/3/2015 17:00,60,60,60187,53336,4
7/3/2015 18:00,58.94,58.94,60117,53294,4
7/3/2015 19:00,57.34,57.34,59596,52761,4
7/3/2015 20:00,55.99,55.99,58208,50835,4
7/3/2015 21:00,53.79,53.79,57220,48184,4
7/3/2015 22:00,57.09,57.09,57405,47572,4
7/3/2015 23:00,47.99,47.99,58154,53384,4
7/4/2015 0:00,37.04,37.04,56131,49936,5
7/4/2015 1:00,31.76,31.76,53798,44056,5
7/4/2015 2:00,31,31,52462,43340,5
7/4/2015 3:00,32.09,32.09,51025,39422,5
7/4/2015 4:00,29.74,29.74,50235,38041,5
7/4/2015 5:00,28.46,28.46,50116,37405,5
7/4/2015 6:00,27.58,27.58,49836,36673,5
7/4/2015 7:00,30.82,30.82,50086,37400,5
7/4/2015 8:00,35.03,35.03,52252,40415,5
7/4/2015 9:00,38.94,38.94,54164,44179,5
7/4/2015 10:00,33.74,37.57,55994,47224,5
7/4/2015 11:00,32.6,38.86,57065,48186,5
7/4/2015 12:00,35.05,46.05,58055,50384,5
7/4/2015 13:00,31.63,37.23,58243,51905,5
7/4/2015 14:00,31.37,37.19,56866,48924,5
7/4/2015 15:00,31.76,36.62,55701,48224,5
7/4/2015 16:00,34.42,39.99,54171,46882,5
7/4/2015 17:00,40.88,43.45,54155,46105,5
7/4/2015 18:00,43.99,43.99,55376,46444,5
7/4/2015 19:00,44.14,44.14,56213,46801,5
7/4/2015 20:00,40.05,40.05,55643,45703,5
7/4/2015 21:00,38.99,38.99,55172,43645,5
7/4/2015 22:00,42.38,46.43,55686,43850,5
7/4/2015 23:00,39.76,48.27,57358,49961,5
7/5/2015 0:00,33.58,38.63,53480,47129,6
7/5/2015 1:00,29.75,30.2,50513,42124,6
7/5/2015 2:00,29.43,29.43,49152,41649,6
7/5/2015 3:00,27.94,27.94,47723,37631,6
7/5/2015 4:00,24.16,44.98,46040,36104,6
7/5/2015 5:00,22.21,38.85,45530,35011,6
7/5/2015 6:00,22.29,35.08,45410,33740,6
7/5/2015 7:00,25.58,25.58,46019,33439,6
7/5/2015 8:00,26.08,26.08,46761,35507,6
7/5/2015 9:00,26.1,26.1,48087,38757,6
7/5/2015 10:00,26.89,30.36,49528,41992,6
7/5/2015 11:00,27.62,33.55,51143,44198,6
7/5/2015 12:00,29.52,37.96,52874,46709,6
7/5/2015 13:00,27.01,33.43,52460,48360,6
7/5/2015 14:00,25.92,31.16,51300,44916,6
7/5/2015 15:00,26.24,29.89,50657,43892,6
7/5/2015 16:00,26.74,30,50703,42781,6
7/5/2015 17:00,29.17,29.54,52008,41827,6
7/5/2015 18:00,32.56,32.56,53287,42622,6
7/5/2015 19:00,33.91,33.91,53399,44036,6
7/5/2015 20:00,34.95,34.95,53378,44450,6
7/5/2015 21:00,35.07,35.07,53250,43804,6
7/5/2015 22:00,41.86,45,53688,43949,6
7/5/2015 23:00,37.09,48,54227,49597,6
7/6/2015 0:00,29.24,29.62,50465,46585,0
7/6/2015 1:00,24.55,24.55,48733,41470,0
7/6/2015 2:00,20.8,20.8,47110,41319,0
7/6/2015 3:00,16.95,17.71,45734,37827,0
7/6/2015 4:00,19.13,21.86,45923,36608,0
7/6/2015 5:00,24.08,24.08,48053,37466,0
7/6/2015 6:00,29.72,29.72,50773,39495,0
7/6/2015 7:00,43.16,43.16,52844,44240,0
7/6/2015 8:00,49.93,53,55724,48773,0
7/6/2015 9:00,50.29,55.04,58751,52077,0
7/6/2015 10:00,49.32,54.87,59552,54265,0
7/6/2015 11:00,48.1,54.53,61136,55461,0
7/6/2015 12:00,52.08,61.09,62133,56575,0
7/6/2015 13:00,54.82,65.5,61959,57506,0
7/6/2015 14:00,60.14,75,61496,56716,0
7/6/2015 15:00,58.51,64.36,60548,55771,0
7/6/2015 16:00,59.26,73.16,59701,54577,0
7/6/2015 17:00,49.4,54.52,59219,53794,0
7/6/2015 18:00,52.59,54.87,59569,53654,0
7/6/2015 19:00,65,65,60104,54519,0
7/6/2015 20:00,65.05,65.05,58661,52094,0
7/6/2015 21:00,59.94,59.94,57320,49307,0
7/6/2015 22:00,61.95,61.95,57367,48420,0
7/6/2015 23:00,53.63,54.87,58707,53820,0
7/7/2015 0:00,51.68,51.68,54886,50309,1
7/7/2015 1:00,40.83,40.83,52427,44189,1
7/7/2015 2:00,38.9,38.9,52174,44142,1
7/7/2015 3:00,34.92,34.92,51514,40626,1
7/7/2015 4:00,35.32,35.32,50797,39293,1
7/7/2015 5:00,38.97,38.97,51875,39767,1
7/7/2015 6:00,47.97,47.97,53931,41340,1
7/7/2015 7:00,62.06,62.06,56752,46067,1
7/7/2015 8:00,65,65,59173,50502,1
7/7/2015 9:00,62.95,62.95,61899,53415,1
7/7/2015 10:00,56.91,56.91,63431,55297,1
7/7/2015 11:00,57.42,57.42,64362,56472,1
7/7/2015 12:00,56.95,60.06,65057,57444,1
7/7/2015 13:00,54.85,57.62,64832,58217,1
7/7/2015 14:00,53.51,56,64504,56982,1
7/7/2015 15:00,53.28,55.13,63721,56462,1
7/7/2015 16:00,51.51,51.51,63526,55278,1
7/7/2015 17:00,54.06,54.06,63636,54130,1
7/7/2015 18:00,56.77,56.77,63710,53820,1
7/7/2015 19:00,57.65,57.65,62917,54650,1
7/7/2015 20:00,49.46,49.46,60965,52108,1
7/7/2015 21:00,44.9,44.9,58455,49230,1
7/7/2015 22:00,49.25,51.73,57654,48366,1
7/7/2015 23:00,38.33,38.33,58923,53788,1
7/8/2015 0:00,28.48,28.48,56688,50075,2
7/8/2015 1:00,27.96,27.96,54219,44323,2
7/8/2015 2:00,29.03,29.03,53574,43952,2
7/8/2015 3:00,25.65,25.65,53093,40509,2
7/8/2015 4:00,25.29,25.29,52802,39398,2
7/8/2015 5:00,24.92,24.92,53218,39740,2
7/8/2015 6:00,32.94,32.94,55247,41644,2
7/8/2015 7:00,37.96,37.96,57968,45743,2
7/8/2015 8:00,41.2,41.2,60988,50107,2
7/8/2015 9:00,42.25,43.46,62490,53488,2
7/8/2015 10:00,37.22,37.64,64144,55591,2
7/8/2015 11:00,40.5,43.63,64900,56732,2
7/8/2015 12:00,49.42,62.81,65797,57639,2
7/8/2015 13:00,47.28,60.82,66227,58391,2
7/8/2015 14:00,46.5,62.38,66072,57001,2
7/8/2015 15:00,37.89,49.94,65232,56026,2
7/8/2015 16:00,32.74,39.81,65425,54524,2
7/8/2015 17:00,30.74,37.35,64824,53237,2
7/8/2015 18:00,40.03,44.94,63802,52980,2
7/8/2015 19:00,41.51,43.02,63462,54119,2
7/8/2015 20:00,39.27,39.27,59866,51789,2
7/8/2015 21:00,38.02,38.02,58732,49093,2
7/8/2015 22:00,53.33,60.38,58971,48574,2
7/8/2015 23:00,42.23,67.24,59903,53751,2
7/9/2015 0:00,38.08,60,56160,50379,3
7/9/2015 1:00,34.37,68.14,54037,44923,3
7/9/2015 2:00,29.88,41,52856,44514,3
7/9/2015 3:00,20.55,22.05,51717,40951,3
7/9/2015 4:00,21.77,23.22,51607,39537,3
7/9/2015 5:00,24.5,24.5,52238,39725,3
7/9/2015 6:00,38.43,44.35,53398,41709,3
7/9/2015 7:00,48.69,67.65,56275,45882,3
7/9/2015 8:00,49.87,53.8,58689,49917,3
7/9/2015 9:00,40.63,52.45,61796,53372,3
7/9/2015 10:00,40.25,53.8,63235,55614,3
7/9/2015 11:00,40.26,53.8,63721,56680,3
7/9/2015 12:00,46.04,58.51,64203,57844,3
7/9/2015 13:00,43.05,53.8,64045,58469,3
7/9/2015 14:00,47.89,62.45,63763,56854,3
7/9/2015 15:00,40.3,53.8,62743,56250,3
7/9/2015 16:00,41.3,53.8,61242,54717,3
7/9/2015 17:00,39.05,53.8,60322,53598,3
7/9/2015 18:00,37.7,53.8,60925,53290,3
7/9/2015 19:00,44.86,53.8,61100,54378,3
7/9/2015 20:00,46.56,52.24,59031,52101,3
7/9/2015 21:00,37.27,38.44,57410,49350,3
7/9/2015 22:00,45.84,49.99,58183,48914,3
7/9/2015 23:00,45.99,56.16,60770,54063,3
7/10/2015 0:00,37.56,59.99,56164,50586,4
7/10/2015 1:00,30.81,39.04,53873,44522,4
7/10/2015 2:00,26.77,27.84,53024,44116,4
7/10/2015 3:00,25.6,26.56,52015,40619,4
7/10/2015 4:00,24.03,25.21,51597,39437,4
7/10/2015 5:00,24.71,42.35,51787,39597,4
7/10/2015 6:00,30.9,78.4,53752,41370,4
7/10/2015 7:00,42.82,47.02,57232,45518,4
7/10/2015 8:00,40.73,44.94,60187,49617,4
7/10/2015 9:00,40.15,45.88,62038,53012,4
7/10/2015 10:00,37.05,41.54,63237,55434,4
7/10/2015 11:00,40,45.92,64124,56304,4
7/10/2015 12:00,44.27,53.35,64251,57411,4
7/10/2015 13:00,44.12,53.66,64106,58053,4
7/10/2015 14:00,46.08,56.7,63465,56124,4
7/10/2015 15:00,42.68,51.13,62469,54842,4
7/10/2015 16:00,39.87,45.76,61539,53402,4
7/10/2015 17:00,41.38,44.41,60740,52338,4
7/10/2015 18:00,42.4,42.4,60715,52423,4
7/10/2015 19:00,50.17,50.17,60970,52740,4
7/10/2015 20:00,46.31,46.31,59689,50461,4
7/10/2015 21:00,44.85,44.85,59031,48105,4
7/10/2015 22:00,47.05,47.05,60199,47672,4
7/10/2015 23:00,43.67,51.07,61854,53194,4
7/11/2015 0:00,42.84,42.84,56510,49805,5
7/11/2015 1:00,35.93,35.93,53454,43346,5
7/11/2015 2:00,33,33,53001,42755,5
7/11/2015 3:00,29.15,29.15,52095,38889,5
7/11/2015 4:00,28.74,28.74,51116,37475,5
7/11/2015 5:00,28.7,28.7,50883,36912,5
7/11/2015 6:00,30.62,30.62,51197,36311,5
7/11/2015 7:00,31.29,31.29,52443,37115,5
7/11/2015 8:00,32.49,32.49,54802,39444,5
7/11/2015 9:00,35.34,43.03,57791,43564,5
7/11/2015 10:00,37.95,53.28,58698,46249,5
7/11/2015 11:00,38.81,53.64,58825,47192,5
7/11/2015 12:00,40.47,58,58733,48764,5
7/11/2015 13:00,36.18,48.77,58727,50273,5
7/11/2015 14:00,33.9,44.61,58418,47330,5
7/11/2015 15:00,30.1,35.04,57754,45996,5
7/11/2015 16:00,27.84,28.06,58173,44682,5
7/11/2015 17:00,30.92,31.76,59297,44013,5
7/11/2015 18:00,37.29,38.05,59185,44659,5
7/11/2015 19:00,39.9,39.9,60155,45650,5
7/11/2015 20:00,40.05,40.05,59235,44566,5
7/11/2015 21:00,42.02,42.02,58121,42773,5
7/11/2015 22:00,45.96,49.99,58648,42978,5
7/11/2015 23:00,46.7,57.48,59208,48718,5
7/12/2015 0:00,35,35,54650,45956,6
7/12/2015 1:00,29.95,29.95,52802,41055,6
7/12/2015 2:00,28.49,28.49,50913,40579,6
7/12/2015 3:00,27.03,27.03,49373,36850,6
7/12/2015 4:00,27.44,27.44,47022,35161,6
7/12/2015 5:00,25.62,25.62,46468,34463,6
7/12/2015 6:00,25.05,25.05,46334,33236,6
7/12/2015 7:00,24.07,24.07,46862,32841,6
7/12/2015 8:00,23.9,23.9,49118,34374,6
7/12/2015 9:00,24.09,24.09,50880,37623,6
7/12/2015 10:00,20.36,34.94,53543,40451,6
7/12/2015 11:00,25.24,28.96,54698,42295,6
7/12/2015 12:00,26.52,30.55,55087,44412,6
7/12/2015 13:00,24.61,27.4,54851,46198,6
7/12/2015 14:00,20.56,21.31,54215,42574,6
7/12/2015 15:00,20.8,21.28,54357,40863,6
7/12/2015 16:00,23.91,24.32,54070,39943,6
7/12/2015 17:00,27.46,28.1,54121,39320,6
7/12/2015 18:00,30.03,30.03,55359,40236,6
7/12/2015 19:00,35.74,35.74,55438,41686,6
7/12/2015 20:00,36.58,36.58,55069,42922,6
7/12/2015 21:00,36.6,36.6,55468,42145,6
