agency,sku,volume,date,industryVolume,sodaVolume,avgMaxTemp,priceRegular,priceActual,discount,avgPopulation2017,avgYearlyHouseholdIncome2017,easterDay,goodFriday,newYear,christmas,laborDay,independenceDay,revolutionDayMemorial,regionalGames,fifaU17WorldCup,footballGoldCup,beerCapital,musicFest,discountInPercent
Agency_52,SKU_01,118.908,8/1/2014,522726357,867388593,31.13404255,1345.050138,1290.796213,54.253925,149811,131764,0,0,0,0,0,0,0,0,0,0,0,0,4.033598709
Agency_30,SKU_02,289.332,9/1/2014,413051813,767383003,29.81269841,1158.625992,1130.352324,28.273668,1094349,247220,0,0,0,0,0,1,0,0,0,0,0,0,2.440275654
Agency_25,SKU_02,33.696,9/1/2014,413051813,767383003,29.34395604,1347.363133,1233.140427,114.222706,53598,95032,0,0,0,0,0,1,0,0,0,0,0,0,8.477499733
Agency_50,SKU_05,3460.632,9/1/2014,413051813,767383003,28.23492063,1600.392656,1433.562926,166.82973,2057678,144594,0,0,0,0,0,1,0,0,0,0,0,0,10.4242999
Agency_25,SKU_05,348.4467,9/1/2014,413051813,767383003,29.34395604,1515.820739,1368.727697,147.093042,53598,95032,0,0,0,0,0,1,0,0,0,0,0,0,9.703854698
Agency_25,SKU_04,12.7161,9/1/2014,413051813,767383003,29.34395604,2072.692153,1880.146881,192.545272,53598,95032,0,0,0,0,0,1,0,0,0,0,0,0,9.289622278
Agency_09,SKU_03,5857.19625,9/1/2014,413051813,767383003,30.99615385,1454.351203,1307.055155,147.296048,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,10.12795587
Agency_20,SKU_04,2048.1225,9/1/2014,413051813,767383003,24.16462882,2112.116839,1921.486095,190.630744,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,9.025577585
Agency_02,SKU_01,9533.055,9/1/2014,413051813,767383003,30.75238095,1196.319685,1177.786028,18.533657,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,1.549222773
Agency_17,SKU_03,15.4818,9/1/2014,413051813,767383003,24.16462882,1413.931685,1353.039125,60.89256,147910,123013,0,0,0,0,0,1,0,0,0,0,0,0,4.306612593
Agency_20,SKU_21,0,9/1/2014,413051813,767383003,24.16462882,0,0,0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_02,SKU_02,9110.5575,9/1/2014,413051813,767383003,30.75238095,1205.689298,1187.412246,18.277052,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,1.515900658
Agency_02,SKU_05,1869.77775,9/1/2014,413051813,767383003,30.75238095,1584.49243,1356.187622,228.304808,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,14.40870298
Agency_49,SKU_01,2705.724,9/1/2014,413051813,767383003,26.27307692,1366.036349,1359.1839,6.852449,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,0.501630063
Agency_54,SKU_01,70.2,9/1/2014,413051813,767383003,27.378,1338.875334,1307.078988,31.796346,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,2.374854865
Agency_25,SKU_03,10.575,9/1/2014,413051813,767383003,29.34395604,1389.797872,1278.195319,111.602553,53598,95032,0,0,0,0,0,1,0,0,0,0,0,0,8.030128355
Agency_50,SKU_04,2636.6415,9/1/2014,413051813,767383003,28.23492063,2056.787871,1343.755074,713.032797,2057678,144594,0,0,0,0,0,1,0,0,0,0,0,0,34.6672988
Agency_54,SKU_02,44.28,9/1/2014,413051813,767383003,27.378,1339.503402,1272.803784,66.699618,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,4.979428787
Agency_49,SKU_07,0,9/1/2014,413051813,767383003,26.27307692,0,0,0,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_20,SKU_23,0,9/1/2014,413051813,767383003,24.16462882,0,0,0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_12,SKU_03,528.1578,9/1/2014,413051813,767383003,24.16462882,1417.9793,1290.677737,127.301563,1596955,205376,0,0,0,0,0,1,0,0,0,0,0,0,8.977674286
Agency_28,SKU_03,436.959,9/1/2014,413051813,767383003,33.37096774,1436.360816,1062.799941,373.560875,68666,133669,0,0,0,0,0,1,0,0,0,0,0,0,26.00745376
Agency_50,SKU_02,14237.745,9/1/2014,413051813,767383003,28.23492063,1365.913094,1233.149778,132.763316,2057678,144594,0,0,0,0,0,1,0,0,0,0,0,0,9.719748393
Agency_17,SKU_02,864.216,9/1/2014,413051813,767383003,24.16462882,1339.285543,1237.351508,101.934035,147910,123013,0,0,0,0,0,1,0,0,0,0,0,0,7.611075587
Agency_12,SKU_04,1752.52125,9/1/2014,413051813,767383003,24.16462882,2107.629563,1921.749328,185.880235,1596955,205376,0,0,0,0,0,1,0,0,0,0,0,0,8.819397785
Agency_24,SKU_21,0,9/1/2014,413051813,767383003,29.34395604,0,0,0,42122,93027,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_23,SKU_03,10.4058,9/1/2014,413051813,767383003,29.34395604,1390.909445,1277.361832,113.547613,49101,90240,0,0,0,0,0,1,0,0,0,0,0,0,8.163551798
Agency_17,SKU_05,465.0642,9/1/2014,413051813,767383003,24.16462882,1533.986597,1441.556168,92.430429,147910,123013,0,0,0,0,0,1,0,0,0,0,0,0,6.025504341
Agency_20,SKU_02,9163.8,9/1/2014,413051813,767383003,24.16462882,1347.012894,1229.775728,117.237166,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,8.703492485
Agency_09,SKU_04,1987.482,9/1/2014,413051813,767383003,30.99615385,2104.58375,1823.999567,280.584183,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,13.3320512
Agency_20,SKU_05,2746.869,9/1/2014,413051813,767383003,24.16462882,1528.847981,1384.377134,144.470847,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,9.449654171
Agency_20,SKU_03,280.1952,9/1/2014,413051813,767383003,24.16462882,1395.794408,1275.228948,120.56546,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,8.637766372
Agency_51,SKU_17,0,9/1/2014,413051813,767383003,26.27307692,0,0,0,1750152,238870,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_55,SKU_01,7190.64,9/1/2014,413051813,767383003,29.6375,1268.427622,1056.705932,211.72169,2025793,238553,0,0,0,0,0,1,0,0,0,0,0,0,16.69166504
Agency_50,SKU_01,1582.524,9/1/2014,413051813,767383003,28.23492063,1337.437254,1300.736475,36.700779,2057678,144594,0,0,0,0,0,1,0,0,0,0,0,0,2.744112211
Agency_23,SKU_21,0,9/1/2014,413051813,767383003,29.34395604,0,0,0,49101,90240,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_55,SKU_03,4158.59775,9/1/2014,413051813,767383003,29.6375,1409.093617,1183.295647,225.79797,2025793,238553,0,0,0,0,0,1,0,0,0,0,0,0,16.02434127
Agency_17,SKU_04,270.7443,9/1/2014,413051813,767383003,24.16462882,2062.084018,1925.46137,136.622648,147910,123013,0,0,0,0,0,1,0,0,0,0,0,0,6.625464666
Agency_09,SKU_27,0,9/1/2014,413051813,767383003,30.99615385,0,0,0,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_28,SKU_08,5.6871,9/1/2014,413051813,767383003,33.37096774,1584.407343,1582.636493,1.77085,68666,133669,0,0,0,0,0,1,0,0,0,0,0,0,0.111767344
Agency_25,SKU_01,7.56,9/1/2014,413051813,767383003,29.34395604,1346.696429,1236.424107,110.272322,53598,95032,0,0,0,0,0,1,0,0,0,0,0,0,8.188357794
Agency_29,SKU_06,5.076,9/1/2014,413051813,767383003,32.15454545,1325.166224,1179.301862,145.864362,28329,93614,0,0,0,0,0,1,0,0,0,0,0,0,11.00725021
Agency_54,SKU_05,84.348,9/1/2014,413051813,767383003,27.378,1548.003978,1480.658932,67.345046,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,4.350443988
Agency_49,SKU_02,3715.092,9/1/2014,413051813,767383003,26.27307692,1366.856325,1354.772977,12.083348,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,0.884024735
Agency_18,SKU_01,0.216,9/1/2014,413051813,767383003,30.06702128,1337.375,1270.5,66.875,60189,135477,0,0,0,0,0,1,0,0,0,0,0,0,5.000467333
Agency_46,SKU_01,3879.792,9/1/2014,413051813,767383003,26.27307692,1322.110069,1272.1673,49.942769,1709754,212229,0,0,0,0,0,1,0,0,0,0,0,0,3.777504625
Agency_02,SKU_04,3268.22925,9/1/2014,413051813,767383003,30.75238095,2016.222821,1682.866368,333.356453,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,16.53371093
Agency_18,SKU_04,54.7623,9/1/2014,413051813,767383003,30.06702128,2058.802817,1866.325924,192.476893,60189,135477,0,0,0,0,0,1,0,0,0,0,0,0,9.348971714
Agency_49,SKU_34,0,9/1/2014,413051813,767383003,26.27307692,0,0,0,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_27,SKU_01,2331.504,9/1/2014,413051813,767383003,32.97647059,1220.492215,1073.506856,146.985359,1588818,218862,0,0,0,0,0,1,0,0,0,0,0,0,12.04312139
Agency_46,SKU_02,5208.192,9/1/2014,413051813,767383003,26.27307692,1317.23647,1249.238687,67.997783,1709754,212229,0,0,0,0,0,1,0,0,0,0,0,0,5.162154598
Agency_49,SKU_04,2583.7965,9/1/2014,413051813,767383003,26.27307692,2077.809034,1498.678076,579.130958,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,27.87219367
Agency_54,SKU_14,0,9/1/2014,413051813,767383003,27.378,0,0,0,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_54,SKU_03,177.237,9/1/2014,413051813,767383003,27.378,1450.005098,1433.923766,16.081332,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,1.10905348
Agency_13,SKU_01,6744.06,9/1/2014,413051813,767383003,24.16462882,1336.707415,1233.446633,103.260782,1520066,110666,0,0,0,0,0,1,0,0,0,0,0,0,7.725010039
Agency_27,SKU_02,876.204,9/1/2014,413051813,767383003,32.97647059,1202.717583,1066.526996,136.190587,1588818,218862,0,0,0,0,0,1,0,0,0,0,0,0,11.32357163
Agency_30,SKU_01,1816.02,9/1/2014,413051813,767383003,29.81269841,1210.345971,1107.962445,102.383526,1094349,247220,0,0,0,0,0,1,0,0,0,0,0,0,8.459029769
Agency_22,SKU_04,37.5732,9/1/2014,413051813,767383003,29.34395604,2073.185836,1874.31672,198.869116,48151,132110,0,0,0,0,0,1,0,0,0,0,0,0,9.592440414
Agency_54,SKU_15,0,9/1/2014,413051813,767383003,27.378,0,0,0,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_13,SKU_07,7.965,9/1/2014,413051813,767383003,24.16462882,1514.75,1514.75,0,1520066,110666,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_27,SKU_05,82.5588,9/1/2014,413051813,767383003,32.97647059,1754.189841,1619.418115,134.771726,1588818,218862,0,0,0,0,0,1,0,0,0,0,0,0,7.682847252
Agency_38,SKU_01,8251.305,9/1/2014,413051813,767383003,24.16462882,1340.208839,1168.595377,171.613462,1515841,173884,0,0,0,0,0,1,0,0,0,0,0,0,12.80497912
Agency_34,SKU_03,3.7224,9/1/2014,413051813,767383003,35.28,1283.218085,0,1283.218085,12271,97222,0,0,0,0,0,1,0,0,0,0,0,0,100
Agency_46,SKU_05,4011.70575,9/1/2014,413051813,767383003,26.27307692,1538.370268,1389.8021,148.568168,1709754,212229,0,0,0,0,0,1,0,0,0,0,0,0,9.657503859
Agency_20,SKU_07,4.8675,9/1/2014,413051813,767383003,24.16462882,1350.883359,1350.883359,0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_22,SKU_05,191.3805,9/1/2014,413051813,767383003,29.34395604,1516.425001,1377.68184,138.743161,48151,132110,0,0,0,0,0,1,0,0,0,0,0,0,9.149358584
Agency_12,SKU_05,1759.167,9/1/2014,413051813,767383003,24.16462882,1540.06227,1425.039638,115.022632,1596955,205376,0,0,0,0,0,1,0,0,0,0,0,0,7.468700081
Agency_49,SKU_05,2485.8375,9/1/2014,413051813,767383003,26.27307692,1600.673736,1464.478292,136.195444,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,8.508632393
Agency_54,SKU_04,74.3157,9/1/2014,413051813,767383003,27.378,2061.679265,1993.420338,68.258927,48332,122313,0,0,0,0,0,1,0,0,0,0,0,0,3.310841223
Agency_12,SKU_01,10065.2775,9/1/2014,413051813,767383003,24.16462882,1339.158012,1200.326817,138.831195,1596955,205376,0,0,0,0,0,1,0,0,0,0,0,0,10.36705107
Agency_02,SKU_11,0,9/1/2014,413051813,767383003,30.75238095,0,0,0,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_34,SKU_22,1.704,9/1/2014,413051813,767383003,35.28,1819.485475,1807.831427,11.654048,12271,97222,0,0,0,0,0,1,0,0,0,0,0,0,0.640513385
Agency_12,SKU_07,11.9475,9/1/2014,413051813,767383003,24.16462882,1466.775707,1463.649718,3.125989,1596955,205376,0,0,0,0,0,1,0,0,0,0,0,0,0.213119769
Agency_25,SKU_21,0,9/1/2014,413051813,767383003,29.34395604,0,0,0,53598,95032,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_02,SKU_12,27.525,9/1/2014,413051813,767383003,30.75238095,1398.33,1398.33,0,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_02,SKU_34,77.88,9/1/2014,413051813,767383003,30.75238095,1389.859322,1389.859322,0,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_18,SKU_02,51.408,9/1/2014,413051813,767383003,30.06702128,1337.375,1213.572143,123.802857,60189,135477,0,0,0,0,0,1,0,0,0,0,0,0,9.257153528
Agency_22,SKU_01,105.3,9/1/2014,413051813,767383003,29.34395604,1346.218222,1229.990687,116.227535,48151,132110,0,0,0,0,0,1,0,0,0,0,0,0,8.633632579
Agency_35,SKU_03,18.0198,9/1/2014,413051813,767383003,33.16875,1272.697846,1070.650299,202.047547,14138,93105,0,0,0,0,0,1,0,0,0,0,0,0,15.87553147
Agency_12,SKU_02,3754.62,9/1/2014,413051813,767383003,24.16462882,1339.007832,1206.631545,132.376287,1596955,205376,0,0,0,0,0,1,0,0,0,0,0,0,9.886147328
Agency_02,SKU_31,141.6,9/1/2014,413051813,767383003,30.75238095,1562.004915,1277.401128,284.603787,3137874,240809,0,0,0,0,0,1,0,0,0,0,0,0,18.22041559
Agency_34,SKU_04,2.3643,9/1/2014,413051813,767383003,35.28,1971.312333,1862.720784,108.591549,12271,97222,0,0,0,0,0,1,0,0,0,0,0,0,5.508591773
Agency_18,SKU_05,284.8023,9/1/2014,413051813,767383003,30.06702128,1535.279728,1436.951723,98.328005,60189,135477,0,0,0,0,0,1,0,0,0,0,0,0,6.4045661
Agency_50,SKU_03,370.8018,9/1/2014,413051813,767383003,28.23492063,1494.494921,1427.052485,67.442436,2057678,144594,0,0,0,0,0,1,0,0,0,0,0,0,4.512724336
Agency_22,SKU_02,135.324,9/1/2014,413051813,767383003,29.34395604,1346.445707,1236.228605,110.217102,48151,132110,0,0,0,0,0,1,0,0,0,0,0,0,8.185781382
Agency_09,SKU_21,0,9/1/2014,413051813,767383003,30.99615385,0,0,0,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_38,SKU_07,103.9875,9/1/2014,413051813,767383003,24.16462882,1358.555225,1328.041688,30.513537,1515841,173884,0,0,0,0,0,1,0,0,0,0,0,0,2.24602846
Agency_28,SKU_04,24.0903,9/1/2014,413051813,767383003,33.37096774,2071.031401,1443.42091,627.610491,68666,133669,0,0,0,0,0,1,0,0,0,0,0,0,30.30424796
Agency_20,SKU_01,3211.056,9/1/2014,413051813,767383003,24.16462882,1346.181762,1230.269527,115.912235,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,8.610444612
Agency_19,SKU_01,35.748,9/1/2014,413051813,767383003,29.81269841,1337.375,1230.081949,107.293051,48146,122042,0,0,0,0,0,1,0,0,0,0,0,0,8.022660136
Agency_01,SKU_11,13.7172,9/1/2014,413051813,767383003,28.21666667,1766.762751,1667.228644,99.534107,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,5.633699655
Agency_19,SKU_02,78.624,9/1/2014,413051813,767383003,29.81269841,1337.375,1219.322974,118.052026,48146,122042,0,0,0,0,0,1,0,0,0,0,0,0,8.827144668
Agency_16,SKU_02,3410.424,9/1/2014,413051813,767383003,24.16462882,1337.127018,1228.270036,108.856982,1232242,246911,0,0,0,0,0,1,0,0,0,0,0,0,8.141110047
Agency_53,SKU_15,0,9/1/2014,413051813,767383003,30.41340206,0,0,0,1729177,111048,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_19,SKU_05,77.958,9/1/2014,413051813,767383003,29.81269841,1585.622258,1439.507764,146.114494,48146,122042,0,0,0,0,0,1,0,0,0,0,0,0,9.214962344
Agency_51,SKU_01,5018.112,9/1/2014,413051813,767383003,26.27307692,1347.056923,1193.250661,153.806262,1750152,238870,0,0,0,0,0,1,0,0,0,0,0,0,11.41794822
Agency_16,SKU_05,1392.63675,9/1/2014,413051813,767383003,24.16462882,1530.93806,1428.110785,102.827275,1232242,246911,0,0,0,0,0,1,0,0,0,0,0,0,6.716618894
Agency_08,SKU_03,10.575,9/1/2014,413051813,767383003,28.23492063,1433.933617,1342.625107,91.30851,71662,123610,0,0,0,0,0,1,0,0,0,0,0,0,6.367694356
Agency_52,SKU_03,29.9484,9/1/2014,413051813,767383003,30.06702128,1421.009124,1416.556824,4.4523,149811,131764,0,0,0,0,0,1,0,0,0,0,0,0,0.313319593
Agency_01,SKU_04,170.8686,9/1/2014,413051813,767383003,28.21666667,2140.522928,1584.885136,555.637792,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,25.95803973
Agency_31,SKU_01,204.336,9/1/2014,413051813,767383003,29.37941176,1267.761262,1197.161374,70.599888,181063,102731,0,0,0,0,0,1,0,0,0,0,0,0,5.568863012
Agency_51,SKU_07,14.6025,9/1/2014,413051813,767383003,26.27307692,1466.984387,1466.984387,0,1750152,238870,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_31,SKU_02,34.344,9/1/2014,413051813,767383003,29.37941176,1264.581731,1239.946154,24.635577,181063,102731,0,0,0,0,0,1,0,0,0,0,0,0,1.948120584
Agency_19,SKU_04,74.3157,9/1/2014,413051813,767383003,29.81269841,2094.823944,1931.775778,163.048166,48146,122042,0,0,0,0,0,1,0,0,0,0,0,0,7.783382774
Agency_31,SKU_05,20.0646,9/1/2014,413051813,767383003,29.37941176,1696.581143,1617.956625,78.624518,181063,102731,0,0,0,0,0,1,0,0,0,0,0,0,4.634291636
Agency_43,SKU_03,84.0078,9/1/2014,413051813,767383003,25.08053097,1412.238576,1257.969959,154.268617,184082,106262,0,0,0,0,0,1,0,0,0,0,0,0,10.92369375
Agency_15,SKU_05,158.8554,9/1/2014,413051813,767383003,24.16462882,1538.320452,1454.910119,83.410333,200260,104564,0,0,0,0,0,1,0,0,0,0,0,0,5.422168892
Agency_16,SKU_07,17.7,9/1/2014,413051813,767383003,24.16462882,1494.265424,1457.270085,36.995339,1232242,246911,0,0,0,0,0,1,0,0,0,0,0,0,2.475821123
Agency_15,SKU_02,204.228,9/1/2014,413051813,767383003,24.16462882,1339.923714,1280.645002,59.278712,200260,104564,0,0,0,0,0,1,0,0,0,0,0,0,4.424036337
Agency_43,SKU_04,135.7236,9/1/2014,413051813,767383003,25.08053097,2088.800812,1903.68166,185.119152,184082,106262,0,0,0,0,0,1,0,0,0,0,0,0,8.862460745
Agency_29,SKU_03,1.4382,9/1/2014,413051813,767383003,32.15454545,1445.059449,1417.518773,27.540676,28329,93614,0,0,0,0,0,1,0,0,0,0,0,0,1.905850726
Agency_08,SKU_01,166.86,9/1/2014,413051813,767383003,28.23492063,1353.348301,1262.371279,90.977022,71662,123610,0,0,0,0,0,1,0,0,0,0,0,0,6.722365701
Agency_52,SKU_02,1022.976,9/1/2014,413051813,767383003,30.06702128,1347.896208,1304.019832,43.876376,149811,131764,0,0,0,0,0,1,0,0,0,0,0,0,3.255174674
Agency_01,SKU_01,100.872,9/1/2014,413051813,767383003,28.21666667,1303.636331,1198.774971,104.86136,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,8.043758639
Agency_52,SKU_05,572.6718,9/1/2014,413051813,767383003,30.06702128,1593.625047,1422.428104,171.196943,149811,131764,0,0,0,0,0,1,0,0,0,0,0,0,10.74261121
Agency_49,SKU_23,0,9/1/2014,413051813,767383003,26.27307692,0,0,0,1880416,154532,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_53,SKU_03,411.8328,9/1/2014,413051813,767383003,30.41340206,1457.002805,1435.278368,21.724437,1729177,111048,0,0,0,0,0,1,0,0,0,0,0,0,1.491036045
Agency_01,SKU_02,92.124,9/1/2014,413051813,767383003,28.21666667,1299.712852,1165.7119,134.000952,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,10.31004285
Agency_51,SKU_02,5610.816,9/1/2014,413051813,767383003,26.27307692,1343.890562,1180.948908,162.941654,1750152,238870,0,0,0,0,0,1,0,0,0,0,0,0,12.12462224
Agency_43,SKU_01,694.008,9/1/2014,413051813,767383003,25.08053097,1282.017046,1159.515625,122.501421,184082,106262,0,0,0,0,0,1,0,0,0,0,0,0,9.555366006
Agency_01,SKU_05,17.253,9/1/2014,413051813,767383003,28.21666667,1665.657668,1485.197183,180.460485,153733,120207,0,0,0,0,0,1,0,0,0,0,0,0,10.83418811
Agency_43,SKU_02,539.676,9/1/2014,413051813,767383003,25.08053097,1287.314366,1164.831157,122.483209,184082,106262,0,0,0,0,0,1,0,0,0,0,0,0,9.514630788
Agency_08,SKU_05,4.1535,9/1/2014,413051813,767383003,28.23492063,1559.114302,1441.807151,117.307151,71662,123610,0,0,0,0,0,1,0,0,0,0,0,0,7.523960934
Agency_53,SKU_24,0,9/1/2014,413051813,767383003,30.41340206,0,0,0,1729177,111048,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_43,SKU_05,436.3092,9/1/2014,413051813,767383003,25.08053097,1588.65935,1557.612002,31.047348,184082,106262,0,0,0,0,0,1,0,0,0,0,0,0,1.954311225
Agency_52,SKU_04,164.3508,9/1/2014,413051813,767383003,30.06702128,2075.919002,1309.286579,766.632423,149811,131764,0,0,0,0,0,1,0,0,0,0,0,0,36.92978494
Agency_16,SKU_01,9576.36,9/1/2014,413051813,767383003,24.16462882,1337.561994,1220.426236,117.135758,1232242,246911,0,0,0,0,0,1,0,0,0,0,0,0,8.757407771
Agency_08,SKU_04,192.7863,9/1/2014,413051813,767383003,28.23492063,2065.940854,1799.453799,266.487055,71662,123610,0,0,0,0,0,1,0,0,0,0,0,0,12.89906507
Agency_08,SKU_02,2.916,9/1/2014,413051813,767383003,28.23492063,1353.965278,1241.6875,112.277778,71662,123610,0,0,0,0,0,1,0,0,0,0,0,0,8.292515312
Agency_24,SKU_01,0.54,9/1/2014,413051813,767383003,29.34395604,1343.8125,1217,126.8125,42122,93027,0,0,0,0,0,1,0,0,0,0,0,0,9.436770383
Agency_15,SKU_04,167.418,9/1/2014,413051813,767383003,24.16462882,2064.390584,1977.084207,87.306377,200260,104564,0,0,0,0,0,1,0,0,0,0,0,0,4.229159815
Agency_51,SKU_05,2265.3825,9/1/2014,413051813,767383003,26.27307692,1581.764141,1423.538969,158.225172,1750152,238870,0,0,0,0,0,1,0,0,0,0,0,0,10.0030825
Agency_55,SKU_02,1767.96,9/1/2014,413051813,767383003,29.6375,1272.986508,1102.915028,170.07148,2025793,238553,0,0,0,0,0,1,0,0,0,0,0,0,13.36003791
Agency_28,SKU_05,0.7668,9/1/2014,413051813,767383003,33.37096774,1772.676057,1729.665493,43.010564,68666,133669,0,0,0,0,0,1,0,0,0,0,0,0,2.426307042
Agency_51,SKU_03,4538.70525,9/1/2014,413051813,767383003,26.27307692,1493.562857,1359.941639,133.621218,1750152,238870,0,0,0,0,0,1,0,0,0,0,0,0,8.946474357
Agency_23,SKU_02,32.076,9/1/2014,413051813,767383003,29.34395604,1345.437255,1233.86054,111.576715,49101,90240,0,0,0,0,0,1,0,0,0,0,0,0,8.292970526
Agency_55,SKU_05,162.4338,9/1/2014,413051813,767383003,29.6375,1609.232205,1525.921884,83.310321,2025793,238553,0,0,0,0,0,1,0,0,0,0,0,0,5.177022977
Agency_29,SKU_01,3.132,9/1/2014,413051813,767383003,32.15454545,1325.359913,1325.359913,0,28329,93614,0,0,0,0,0,1,0,0,0,0,0,0,0
Agency_23,SKU_05,359.6931,9/1/2014,413051813,767383003,29.34395604,1512.399017,1363.926403,148.472614,49101,90240,0,0,0,0,0,1,0,0,0,0,0,0,9.817026613
Agency_24,SKU_03,3.0456,9/1/2014,413051813,767383003,29.34395604,1390.913121,1271.179078,119.734043,42122,93027,0,0,0,0,0,1,0,0,0,0,0,0,8.608304947
Agency_23,SKU_01,24.3,9/1/2014,413051813,767383003,29.34395604,1346.928432,1230.926813,116.001619,49101,90240,0,0,0,0,0,1,0,0,0,0,0,0,8.612307547
Agency_09,SKU_01,4110.156,9/1/2014,413051813,767383003,30.99615385,1375.135798,1193.76305,181.372748,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,13.18944269
Agency_23,SKU_04,13.0356,9/1/2014,413051813,767383003,29.34395604,2071.716252,1747.70652,324.009732,49101,90240,0,0,0,0,0,1,0,0,0,0,0,0,15.63967709
Agency_29,SKU_05,23.1318,9/1/2014,413051813,767383003,32.15454545,1864.288382,1773.874601,90.413781,28329,93614,0,0,0,0,0,1,0,0,0,0,0,0,4.849774416
Agency_30,SKU_08,100.6425,9/1/2014,413051813,767383003,29.81269841,1592.532797,1565.277264,27.255533,1094349,247220,0,0,0,0,0,1,0,0,0,0,0,0,1.711458191
Agency_09,SKU_02,1365.984,9/1/2014,413051813,767383003,30.99615385,1376.325941,1203.071488,173.254453,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,12.58818481
Agency_30,SKU_03,9599.73,9/1/2014,413051813,767383003,29.81269841,1438.764271,1278.258491,160.50578,1094349,247220,0,0,0,0,0,1,0,0,0,0,0,0,11.15580802
Agency_28,SKU_06,61.992,9/1/2014,413051813,767383003,33.37096774,1295.7022,1125.661912,170.040288,68666,133669,0,0,0,0,0,1,0,0,0,0,0,0,13.12340814
Agency_17,SKU_01,65.772,9/1/2014,413051813,767383003,24.16462882,1339.333228,1245.584177,93.749051,147910,123013,0,0,0,0,0,1,0,0,0,0,0,0,6.999680814
Agency_09,SKU_05,1161.12675,9/1/2014,413051813,767383003,30.99615385,1578.303842,1422.260816,156.043026,1646094,213511,0,0,0,0,0,1,0,0,0,0,0,0,9.886754492
Agency_29,SKU_02,4.752,9/1/2014,413051813,767383003,32.15454545,1314.943182,1297.669034,17.274148,28329,93614,0,0,0,0,0,1,0,0,0,0,0,0,1.313680183
Agency_55,SKU_04,1352.763,9/1/2014,413051813,767383003,29.6375,2099.783259,1678.686391,421.096868,2025793,238553,0,0,0,0,0,1,0,0,0,0,0,0,20.05430161
Agency_16,SKU_03,158.1174,9/1/2014,413051813,767383003,24.16462882,1414.259135,1330.189957,84.069178,1232242,246911,0,0,0,0,0,1,0,0,0,0,0,0,5.944397029
Agency_28,SKU_02,51.624,9/1/2014,413051813,767383003,33.37096774,1296.289095,1263.109309,33.179786,68666,133669,0,0,0,0,0,1,0,0,0,0,0,0,2.559597711
Agency_24,SKU_02,106.056,9/1/2014,413051813,767383003,29.34395604,1347.176822,1227.220729,119.956093,42122,93027,0,0,0,0,0,1,0,0,0,0,0,0,8.904257484
